"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
313890,"2ND AVENUE OFF HOUSTON/LOFTLIKE STU",1613244,"Ariel","Manhattan","Lower East Side",40.72209,-73.99274,"Entire home/apt",99,30,13,"2019-04-23",0.34,9,289
24525249,"Sunny Room in heart of hippest Manhattan 'hood",9913035,"George","Manhattan","Lower East Side",40.7213,-73.98862,"Private room",60,15,8,"2019-06-16",0.68,3,260
7570475,"Cosy Master bedroom in Midtown West",16173306,"Ali","Manhattan","Hell's Kitchen",40.76548,-73.99155,"Private room",90,1,0,"",NA,1,0
10563076,"Large Sunny East Williamsburg Loft",15105293,"Ryan","Brooklyn","Williamsburg",40.70777,-73.9435,"Entire home/apt",80,6,0,"",NA,1,0
35842576,"Sunny, quiet 2 BR apt in the heart of Manhattan",200782217,"Tara","Manhattan","Chelsea",40.74325,-73.99528,"Entire home/apt",223,3,0,"",NA,1,169
28976867,"Amazing Spacious Sunlit Studio with a balcony.",218406956,"Jane","Manhattan","Upper East Side",40.76892,-73.96321,"Entire home/apt",160,2,14,"2019-06-24",1.79,1,170
1992751,"Bushwick House",10258336,"Angelo","Brooklyn","Bushwick",40.70618,-73.91669,"Entire home/apt",90,3,0,"",NA,1,0
34549395,"Small NYC Apt near Flushing, Walk to 7 Train",172168328,"Chris","Queens","Jackson Heights",40.75557,-73.87958,"Entire home/apt",129,4,1,"2019-05-13",0.53,1,361
18312034,"Prestige Townhouse 5B 3.5bath East Central Park",37901086,"Virginie","Manhattan","Upper East Side",40.76482,-73.96061,"Entire home/apt",1475,1,1,"2019-07-03",1,1,362
24970711,"Budget Basement",188783370,"Faraz","Queens","Flushing",40.73968,-73.80601,"Private room",80,1,9,"2018-08-10",0.65,1,0
15068067,"Historic Serene Chelsea Brownstone 2.5 Bed",9035097,"Alex","Manhattan","Chelsea",40.74787,-74.00088,"Entire home/apt",750,30,42,"2019-01-04",1.24,1,281
5409372,"Artsy English Basement Apartment",7016520,"Patricia","Brooklyn","Windsor Terrace",40.65497,-73.97459,"Entire home/apt",120,2,17,"2019-06-24",0.33,1,0
19894740,"Cozy and bright room in Morningside Heights",25991504,"Claudia","Manhattan","Morningside Heights",40.81254,-73.96025,"Private room",48,7,1,"2017-08-16",0.04,1,0
27480436,"Luxury penthouse with stunning views, very quiet",52676179,"Kathy","Manhattan","Hell's Kitchen",40.76213,-74.00126,"Entire home/apt",144,2,2,"2019-01-03",0.18,1,0
9766228,"Deluxe Williamsburg Apartment",38297722,"Joe","Brooklyn","Williamsburg",40.71691,-73.93953,"Entire home/apt",200,2,1,"2016-01-03",0.02,1,0
33588933,"No Cleaning Fee! 1.5 blocks to 2 Train. 9pm-9am",253104269,"Kenneth","Bronx","Wakefield",40.89613,-73.85503,"Private room",35,1,9,"2019-06-27",3.18,1,0
26135711,"Heaven away from Home!.",76237449,"Majidudeen","Queens","Jamaica",40.70647,-73.79794,"Entire home/apt",52,30,0,"",NA,1,365
17626236,"Cozy 2 Bedroom (Train L or M)",54637605,"Albertina","Queens","Ridgewood",40.702,-73.89768,"Entire home/apt",110,3,10,"2019-05-28",0.37,1,16
26036861,"Spacious room in modern Williamsburg condo",4122424,"Mark","Brooklyn","Williamsburg",40.70621,-73.95026,"Private room",60,1,36,"2019-06-19",2.79,1,0
31370452,"ROOM  TWO",226036723,"Ravita","Brooklyn","Cypress Hills",40.68487,-73.87254,"Private room",125,3,0,"",NA,3,364
25815781,"West Village Sanctuary",157241,"Colin And Bryn","Manhattan","West Village",40.73612,-74.00591,"Entire home/apt",195,5,7,"2019-06-03",0.57,1,6
17934924,"Modern spacious apt in Park Slope",2587680,"Susan","Brooklyn","Park Slope",40.67156,-73.98366,"Entire home/apt",100,4,7,"2019-06-16",0.46,1,37
14590476,"Luxury Full-Floor 2 Bed Loft w/Huge Private Roof",90256030,"Andrew","Manhattan","Chelsea",40.74775,-73.99167,"Entire home/apt",999,2,1,"2016-10-12",0.03,1,0
36172164,"Sleeping Easy on the East Side! 1 Bed/1 Bath",270629822,"Jasson","Manhattan","East Harlem",40.78586,-73.94475,"Entire home/apt",199,3,3,"2019-07-02",3,1,349
19429202,"Clean Room",136211138,"Meerim","Queens","Woodside",40.74374,-73.90387,"Private room",59,1,0,"",NA,1,0
442649,"Lovely Chelsea 1 Bedroom",793225,"Rachel","Manhattan","Chelsea",40.74572,-73.99965,"Entire home/apt",125,9,10,"2018-08-22",0.11,1,0
15297862,"LUXURY SUTTON PLACE RESIDENCY~DOORMAN/GYM/ELEVATOR",2856748,"Ruchi","Manhattan","Midtown",40.75936,-73.96293,"Entire home/apt",250,30,0,"",NA,49,364
7245289,"Charming 2BR apartment in Brooklyn",9481957,"Joanna","Brooklyn","Bushwick",40.69818,-73.91356,"Entire home/apt",210,1,0,"",NA,1,0
17268340,"Spacious, Private Apartment in Bed Stuy, Brooklyn",116427778,"Mel","Brooklyn","Bedford-Stuyvesant",40.68318,-73.91682,"Entire home/apt",85,3,35,"2018-07-30",1.22,1,0
16454273,"Entire 3rd floor of Brownstone at Prospect Park!",107933494,"Josie","Brooklyn","Park Slope",40.66643,-73.97598,"Entire home/apt",165,3,33,"2019-06-13",1.15,2,305
35028223,"Cozy Central Park Studio!: 2Min to Train",263641050,"Daniel","Manhattan","East Harlem",40.7988,-73.94339,"Entire home/apt",200,4,5,"2019-06-30",3.95,1,303
11982791,"Bed-Sty Fly",27709477,"Jasmine","Brooklyn","Bedford-Stuyvesant",40.68612,-73.94384,"Entire home/apt",145,2,100,"2019-06-23",2.52,1,296
19673318,"Hunters Hideaway",138526119,"Richard","Queens","Rockaway Beach",40.58573,-73.8137,"Entire home/apt",142,2,11,"2019-05-20",0.46,1,117
20285257,"Sunny One Bedroom",20279155,"Alec","Manhattan","Chinatown",40.7134,-73.99069,"Entire home/apt",150,1,0,"",NA,1,0
9174180,"Entire Apartment-Brooklyn heights",12901128,"Yasmin","Brooklyn","Brooklyn Heights",40.69927,-73.994,"Private room",240,1,0,"",NA,1,0
34423018,"cozy and extremely convenient apartment",187611907,"Echo","Manhattan","Kips Bay",40.74079,-73.97965,"Entire home/apt",134,30,0,"",NA,1,90
14670685,"1 br available in a Lovely 2br Apt",751743,"Lalla","Brooklyn","Bedford-Stuyvesant",40.68568,-73.95166,"Private room",50,3,59,"2018-09-21",1.71,1,0
30938769,"Bright 1 Bedroom / Columbia & Morningside Heights",88774551,"Megan","Manhattan","Morningside Heights",40.81325,-73.96122,"Entire home/apt",80,3,1,"2018-12-20",0.15,1,0
35713130,"Private 2BR apartment in Historic Hell’s Kitchen",268276813,"Andy","Manhattan","Hell's Kitchen",40.7645,-73.99434,"Entire home/apt",300,1,0,"",NA,3,362
22881127,"Dreamy Sunny Apt in Central Williamsburg",90685499,"Meryl","Brooklyn","Williamsburg",40.71126,-73.96009,"Entire home/apt",195,6,6,"2019-03-10",0.4,2,14
20196860,"Comfy and Convenient Private Astoria Room",73028890,"Esther","Queens","Astoria",40.75645,-73.91458,"Private room",50,4,1,"2017-08-17",0.04,1,0
25156280,"Lovely & Chic 2BR Astoria Row House",5637331,"Amit & Sofie","Queens","Astoria",40.76182,-73.90622,"Entire home/apt",118,3,1,"2018-08-11",0.09,2,0
23400115,"Cozy and bright east village apartment!",50297669,"Chloe","Manhattan","East Village",40.7265,-73.98878,"Entire home/apt",110,3,4,"2018-04-19",0.25,1,0
20803845,"Newly Renovated Apartment in the Heart of Brooklyn",28341776,"Josh","Brooklyn","Park Slope",40.68117,-73.97785,"Private room",100,3,81,"2019-07-07",3.67,2,42
1814010,"Large, Private 1BR in Noho/Nolita/Soho",3257486,"Drew","Manhattan","NoHo",40.72644,-73.9923,"Entire home/apt",175,2,25,"2018-12-29",0.36,1,273
13346741,"Great location big one bedroom on the UWS",3256433,"Ira","Manhattan","Upper West Side",40.79426,-73.96914,"Entire home/apt",200,10,4,"2019-06-08",0.12,7,154
17698189,"A2Long Island City Big Room Great Location",79105834,"Leo","Queens","Long Island City",40.75551,-73.934,"Private room",58,1,74,"2019-06-21",2.66,9,281
20207132,"Clean spacious 1 bedroom apt",445894,"Alexa","Brooklyn","Bath Beach",40.60106,-74.00933,"Entire home/apt",95,2,2,"2017-08-22",0.09,2,0
34997003,"Modern Skyline Penthouse Room & 20min to NYC!",18260299,"Ota","Brooklyn","Bushwick",40.69316,-73.90741,"Private room",37,4,0,"",NA,6,29
35464719,"Designer 1 Bedroom in Serviced Doorman Building",107987935,"Tommy","Manhattan","Financial District",40.70701,-74.01007,"Entire home/apt",175,30,0,"",NA,1,311
33987592,"Bedroom in Huge and Sunny Williamsburg Apartment!",73233066,"Austin","Brooklyn","Williamsburg",40.71194,-73.95428,"Private room",165,1,0,"",NA,1,0
3791554,"Cosy Inwood apartment",5810195,"Emilie","Manhattan","Inwood",40.85988,-73.92709,"Private room",39,1,13,"2019-06-30",1.18,2,233
11480835,"Brooklyn Bushwhick Private Room",7990995,"Juno","Brooklyn","Bushwick",40.70017,-73.92081,"Private room",35,1,0,"",NA,1,0
30561846,"Brand new studio",35256210,"Bruno","Queens","Long Island City",40.75038,-73.94069,"Entire home/apt",200,4,0,"",NA,1,0
20134453,"Modern 1 Bedroom Near Union Square & East Village",8760900,"Rory","Manhattan","East Village",40.73241,-73.98783,"Entire home/apt",120,3,41,"2019-06-29",2.23,1,4
32915674,"Stylish Industrial Theater District Apartment",4534893,"Alex","Manhattan","Theater District",40.76219,-73.98564,"Entire home/apt",325,2,16,"2019-06-28",4.57,4,304
29753642,"Comfortable room in family home in Brooklyn!",11880311,"Aileen","Brooklyn","Carroll Gardens",40.68261,-73.99097,"Private room",50,2,6,"2019-05-04",1.1,2,0
14167763,"Beautiful + Private 1 Bedroom in North Park Slope",85734571,"Wayne","Brooklyn","Park Slope",40.68083,-73.97823,"Entire home/apt",120,7,0,"",NA,1,0
31201624,"Brooklyn Bedroom (Flatbush-Ditmas) II",91578701,"Tatiana","Brooklyn","Flatbush",40.64148,-73.95502,"Private room",45,1,4,"2019-01-21",0.63,2,0
10131082,"The Central Park North/Economy Room",51991283,"Jennifer","Manhattan","Harlem",40.79865,-73.95295,"Private room",149,1,0,"",NA,5,281
2721610,"Cozy and quiet 2bd on the UES",13262455,"Bridget","Manhattan","Upper East Side",40.77107,-73.95322,"Entire home/apt",275,3,7,"2017-01-01",0.11,3,157
17600777,"Spacious room in front of prospect park",100106209,"Emmie","Brooklyn","Prospect-Lefferts Gardens",40.66042,-73.96234,"Private room",160,1,45,"2019-05-19",1.62,2,303
9496176,"Hells Kitchen hideaway",1557889,"Michael","Manhattan","Hell's Kitchen",40.75826,-73.98923,"Entire home/apt",400,5,15,"2019-06-24",0.35,2,78
21913859,"Private room in East Village(Female guest only)",34281260,"Reese","Manhattan","Stuyvesant Town",40.72734,-73.97203,"Private room",65,2,6,"2017-12-29",0.31,1,0
32717887,"Cosy Crown Heights Brownstone",43494916,"Tilly","Brooklyn","Crown Heights",40.67637,-73.95527,"Entire home/apt",132,3,0,"",NA,2,0
26063550,"Ocean hill home away from",193500709,"Levi","Brooklyn","Bedford-Stuyvesant",40.67758,-73.90841,"Private room",59,1,24,"2019-06-30",1.86,3,32
24821651,"Hiéroglyphe",187648135,"Yero","Bronx","Allerton",40.86778,-73.85491,"Private room",45,1,38,"2019-07-01",2.7,1,85
28209194,"Big and lovely apartment in Sunnyside NYC",58234433,"Martin","Queens","Sunnyside",40.73707,-73.91867,"Entire home/apt",261,1,14,"2019-06-23",1.47,8,240
23921460,"Bright-peaceful room - 30 Min From NYC",165257273,"Soon","Queens","Flushing",40.77244,-73.80061,"Private room",40,30,1,"2018-10-20",0.11,3,342
31511141,"GEM AT THE HEART OF NOLITA MOTT& PRINCE ST.",236107297,"Raquel","Manhattan","Nolita",40.72189,-73.9941,"Entire home/apt",199,7,1,"2019-04-21",0.38,1,124
13025960,"Bright & Cozy Furnitured 4 Sublet",71948176,"Cristian","Brooklyn","Bedford-Stuyvesant",40.68917,-73.95528,"Private room",1000,1,0,"",NA,1,0
32040058,"SPACIOUS PLACE in BedStuy",7352103,"Dave","Brooklyn","Bedford-Stuyvesant",40.69159,-73.95765,"Entire home/apt",80,5,2,"2019-06-03",0.42,1,0
9926058,"Spacious, Private Bushwick Room",46887682,"Anusheh","Brooklyn","Bushwick",40.7049,-73.92,"Private room",35,1,1,"2015-12-26",0.02,1,0
12110383,"Tudor Studio (Wifi/Premium Cable) w Private Entry",54921733,"Louise","Brooklyn","Flatbush",40.64319,-73.96729,"Entire home/apt",92,1,5,"2017-08-07",0.14,3,0
32843454,"Cute, Vintage Studio on UES Close to Express Q",247072396,"Andrea","Manhattan","Upper East Side",40.77085,-73.94933,"Entire home/apt",250,2,1,"2019-04-21",0.38,1,0
753983,"Super Cute Upper West Side Apt!!",3966721,"Shaina","Manhattan","Upper West Side",40.80193,-73.96703,"Private room",80,4,75,"2019-07-01",0.93,1,15
27407863,"2BR Apartment in Manhattan - 8m from Times Square",206551997,"Sean","Manhattan","Hell's Kitchen",40.75607,-73.9941,"Entire home/apt",200,3,10,"2019-07-05",4.48,1,206
21367929,"★ 4BRs Family Groups★ Duplex ★Backyard ★ NYC 35min",49164956,"Abena","Brooklyn","Bedford-Stuyvesant",40.67752,-73.91489,"Entire home/apt",190,5,59,"2019-07-07",2.86,5,24
33340151,"Warm Spacious Bedroom in Historical Harlem!!!",63160119,"Michael","Manhattan","Harlem",40.81749,-73.93875,"Private room",75,1,13,"2019-07-06",5.27,1,74
3499174,"One of a Kind, Penthouse Apartment ",6145540,"Eddie","Manhattan","Nolita",40.7208,-73.99436,"Entire home/apt",350,4,8,"2017-05-06",0.13,1,196
32527460,"Bright bdr in Renovated Building (15min from City)",224340103,"Vincent","Brooklyn","Williamsburg",40.70927,-73.94684,"Private room",75,1,2,"2019-02-24",0.44,2,151
16259787,"Private and comfortable room in Upper West Side",40277743,"Francisca","Manhattan","Morningside Heights",40.80722,-73.95924,"Private room",68,5,0,"",NA,1,0
23992091,"Cozy apartment in Brooklyn, NY",78441349,"Melissa","Brooklyn","East Flatbush",40.6485,-73.95157,"Entire home/apt",159,2,1,"2019-01-01",0.16,3,191
17545123,"Clean and renovated apartment",119027851,"Nance","Bronx","Longwood",40.81632,-73.90991,"Entire home/apt",130,2,62,"2019-06-19",2.19,1,36
29827690,"Private master bedroom next to Central Park & CU",17822256,"Anna & Frank","Manhattan","Harlem",40.80075,-73.95676,"Private room",95,2,40,"2019-06-21",5,4,141
17236095,"Spectacular 2 bed 1 bath Close to Park",113805886,"Yaacov","Manhattan","Upper East Side",40.77878,-73.9501,"Entire home/apt",180,31,10,"2019-05-31",0.55,33,331
2000611,"Cute brick wall apt. 2BR",10304755,"Michael","Brooklyn","Williamsburg",40.71002,-73.95802,"Entire home/apt",150,4,42,"2019-06-11",0.62,2,0
26743638,"Modern, Cozy Apt Share for Young Professionals",2822805,"Ollie","Brooklyn","Bedford-Stuyvesant",40.68579,-73.95038,"Private room",60,30,1,"2019-03-19",0.27,8,217
26893530,"Quiet King Size Room(5mins)Yankee Stadium",187008191,"Isabel","Bronx","Concourse",40.83285,-73.92158,"Private room",45,1,43,"2019-06-22",3.66,1,205
35760845,"Cozy UWS Only two blocks away from Central Park!",261451511,"Valeria","Manhattan","Upper West Side",40.78527,-73.97623,"Private room",150,2,3,"2019-06-30",3,1,21
27131151,"The Brooklyn Blue House 4",183127881,"Giana","Brooklyn","Canarsie",40.64651,-73.90043,"Private room",59,2,28,"2019-06-03",3.19,4,178
8829421,"2 Bed/ 2 Bath in Heart of SOHO/ LES",4087478,"Nicole","Manhattan","Lower East Side",40.72159,-73.99234,"Entire home/apt",699,6,0,"",NA,1,0
6834972,"Floorthru Two Bed & Private Yard",438545,"Christie","Brooklyn","Carroll Gardens",40.68276,-74.00016,"Entire home/apt",275,4,0,"",NA,1,0
33457366,"Room available in BedStuy condo w/ private yard",35528708,"Cindy","Brooklyn","Bedford-Stuyvesant",40.69463,-73.94787,"Private room",50,1,1,"2019-06-02",0.81,2,0
30965275,"Basement in a Gorgeous Brooklyn Brownstone",231370569,"Sharyn","Brooklyn","Bedford-Stuyvesant",40.69007,-73.94326,"Private room",40,7,13,"2019-06-26",2.39,1,93
21860693,"Private room in bright, charming LES apartment",9572607,"Nicole","Manhattan","Lower East Side",40.72291,-73.98915,"Private room",71,1,5,"2018-12-16",0.31,3,17
3114929,"Modern Stylish and Legendary.",14911623,"Nicholas","Manhattan","Harlem",40.81736,-73.93921,"Private room",150,1,2,"2019-05-19",0.19,2,87
1615764,"",6676776,"Peter","Manhattan","Battery Park City",40.71239,-74.0162,"Entire home/apt",400,1000,0,"",NA,1,362
30932236,"Large 1920s home W/Parking | 20 mins from Midtown.",29854797,"Michael","Bronx","Claremont Village",40.84145,-73.91027,"Entire home/apt",150,3,29,"2019-07-06",4.7,1,109
27113697,"PRIME Location:2min Subway 1min LIRR & NEWLY Built",19303369,"Hiroki","Queens","Woodside",40.74446,-73.90466,"Private room",45,30,5,"2019-04-30",0.51,37,1
8339140,"Historic Little Italy / Chinatown Jewel",43956548,"Baizy","Manhattan","Chinatown",40.71631,-73.99694,"Entire home/apt",139,4,8,"2018-06-03",0.17,1,350
17940041,"Spacious and Bright Two Bedroom",44951851,"Yaakov","Brooklyn","Crown Heights",40.66491,-73.9544,"Entire home/apt",160,3,11,"2019-04-24",0.42,2,0
21280201,"The Executive Spacious Cozy Home on the  Block.",152622375,"Esther","Brooklyn","East New York",40.66529,-73.88326,"Entire home/apt",85,2,3,"2018-10-16",0.15,2,151
30793033,"Private One Bedroom Apartment",230378560,"Ta56","Queens","Briarwood",40.71398,-73.81834,"Entire home/apt",66,2,9,"2019-06-16",1.36,1,186
19721906,"1 month min, Cozy Midtown East/UES studio!",10440694,"Gia","Manhattan","Upper East Side",40.76212,-73.96358,"Entire home/apt",150,30,88,"2019-06-22",3.67,1,3
21204708,"Quiet East Village Studio next to snug coffee shop",23386210,"John","Manhattan","East Village",40.7269,-73.9847,"Entire home/apt",142,10,22,"2018-12-30",1.04,1,0
25428161,"Serene Studio in FiDi by Sonder",12243051,"Sonder","Manhattan","Financial District",40.70587,-74.00685,"Entire home/apt",167,29,0,"",NA,96,332
6107289,"Beautiful Brownstone in Greenpoint",13920011,"Andrea","Brooklyn","Greenpoint",40.72987,-73.95296,"Entire home/apt",350,5,11,"2018-08-25",0.23,1,12
12166912,"Sunny Prime Heart of East Village Room",50200840,"Katherine","Manhattan","East Village",40.72827,-73.9863,"Private room",110,3,36,"2019-07-01",0.91,1,292
19182044,"Perfect Penthouse Duplex",84126420,"Sk","Manhattan","Chelsea",40.75112,-73.99605,"Entire home/apt",399,3,44,"2019-07-05",2.4,1,112
31166689,"LARGE ROOM 15 TO MANHATTAN",67376966,"Lucky","Queens","Rego Park",40.73097,-73.85736,"Private room",88,1,0,"",NA,3,188
25047693,"Queens Home Close to Major Airports & Manhattan",189356812,"Odit (Andy)","Queens","Richmond Hill",40.68834,-73.82624,"Entire home/apt",89,3,29,"2019-07-01",2.52,1,313
20014895,"Trendy, Bright and spacious 1BR apt East Village",81140056,"Anne-Charlotte","Manhattan","East Village",40.72338,-73.98293,"Entire home/apt",198,7,9,"2019-01-02",0.38,1,0
63320,"D Private Che@p Room 2 Explore NYC",303939,"Lissette","Staten Island","Tompkinsville",40.63481,-74.08519,"Private room",36,2,333,"2019-07-02",3.19,6,340
31959359,"Cozy Room for Rent in Fort Greene/Clinton Hill",26923225,"Meg","Brooklyn","Clinton Hill",40.69462,-73.97006,"Private room",36,28,2,"2019-03-25",0.46,1,0
6165032,"Entire apt right at the park!",25406101,"Sara","Brooklyn","Prospect-Lefferts Gardens",40.66216,-73.96114,"Entire home/apt",123,2,2,"2015-07-27",0.04,1,0
415304,"Cute east village apartment.",2050328,"Martis","Manhattan","East Village",40.73111,-73.98528,"Entire home/apt",175,14,1,"2016-05-31",0.03,1,0
16040987,"Modern Sleeper Sectional Sofa - Custom Design Apt",83809962,"Tamara","Brooklyn","East Flatbush",40.66209,-73.92913,"Shared room",50,1,23,"2018-12-29",0.74,2,364
7646092,"Spacious room in Williamsburg",24001156,"Jenny","Brooklyn","Williamsburg",40.71905,-73.94937,"Private room",48,5,3,"2015-11-18",0.06,1,0
7457099,"Luxury Upper East Side Apartment",39055176,"Bo","Manhattan","Upper East Side",40.76205,-73.96382,"Entire home/apt",328,2,145,"2019-06-12",3.05,1,298
22309866,"Cozy apartment close to subway & good restaurants",72410854,"Nikolina","Queens","Astoria",40.75824,-73.92822,"Entire home/apt",100,4,0,"",NA,1,0
7053353,"Large PB w/ Half Bath in Astoria",8002698,"Jeremy","Queens","Astoria",40.75966,-73.90924,"Private room",27,30,3,"2017-10-15",0.07,1,0
18911633,"Quiet 1-Bedroom in Greenwich Village",22781364,"Dan","Manhattan","Greenwich Village",40.73002,-73.99804,"Entire home/apt",175,3,3,"2017-09-04",0.12,1,0
17682208,"Bushwick Hideaway (Studio)",11392003,"Mark","Brooklyn","Bushwick",40.69709,-73.93103,"Entire home/apt",210,3,76,"2019-06-24",2.8,1,9
22460669,"Comfy Room E Williamsburg - 1 min from L -Huge APT",55807631,"Brent","Brooklyn","Williamsburg",40.70827,-73.94133,"Private room",40,1,11,"2018-04-01",0.6,1,0
19964070,"Artsy 1BR/1BA high wood ceilings steps from water",2036797,"Catinca","Brooklyn","Williamsburg",40.71236,-73.96668,"Entire home/apt",180,3,20,"2019-05-08",0.91,1,0
34502284,"Bushwickian Paradise",18263672,"Andrew","Brooklyn","Bushwick",40.69243,-73.90741,"Entire home/apt",100,2,3,"2019-06-16",1.73,1,35
29059870,"Hostel - Twin-sized Bed in Shared Room in Brooklyn",201813482,"Nick","Brooklyn","Bushwick",40.70652,-73.91784,"Shared room",25,4,14,"2019-06-05",1.56,5,62
18424903,"Luxury Townhouse",2948325,"Ray","Manhattan","East Harlem",40.79737,-73.93185,"Entire home/apt",300,3,53,"2019-06-30",2.03,1,104
26057084,"Spacious 1 Bd. Duplex Apt. in Brownstone",36440514,"Sarah","Brooklyn","Clinton Hill",40.68553,-73.96314,"Entire home/apt",150,3,5,"2018-12-31",0.39,1,0
34275316,"Bright and Sunny SoHo Gem",258769304,"Adelaide","Manhattan","SoHo",40.72301,-74.00229,"Entire home/apt",160,4,4,"2019-06-17",2.45,1,21
29686468,"Private Master Bedroom",142641298,"Maryana","Brooklyn","Bedford-Stuyvesant",40.69251,-73.94549,"Private room",100,1,1,"2018-11-19",0.13,1,0
12205049,"2Story4Bedroom 2Full Bath New York Palace",65625445,"Tony","Queens","Rosedale",40.67112,-73.73529,"Entire home/apt",350,40,15,"2017-07-05",0.39,1,365
18226037,"Luxury Brooklyn + Roof Deck and Gym!",29950960,"Erik","Brooklyn","Clinton Hill",40.68697,-73.9615,"Private room",75,4,14,"2019-07-06",0.54,1,10
26450185,"Crash Pad",97378432,"Rev. Simone","Queens","Jamaica",40.6837,-73.79343,"Private room",75,2,1,"2019-05-19",0.58,1,180
21340451,"Shared Apartment One stop from Manhattan in LIC.",55724558,"Taylor","Queens","Long Island City",40.76024,-73.94228,"Shared room",48,2,21,"2019-05-23",1.02,5,90
18792188,"Quiet and Clean Room in Downtown Manhattan",13907788,"Kevin","Manhattan","Greenwich Village",40.73016,-74.00137,"Private room",95,1,9,"2018-09-17",0.36,1,0
26137457,"Brooklyn Oasis 20 Min to Manhattan",1004883,"Marisha","Brooklyn","Bushwick",40.69107,-73.90604,"Private room",60,4,5,"2019-06-28",0.45,2,364
7074961,"Spacious bright 2-bed duplex in Bed-Stuy, Brooklyn",37095710,"Mary","Brooklyn","Clinton Hill",40.68664,-73.95981,"Entire home/apt",170,7,3,"2016-09-09",0.08,1,0
10445597,"Cosy room in a Brooklyn brownstone",299236,"Eleonora","Brooklyn","Bedford-Stuyvesant",40.68379,-73.9405,"Private room",55,1,2,"2019-05-19",0.06,1,365
28692232,"Luxury Affordable comfort in the Bronx-Suite 3!",216456504,"Annick","Bronx","Wakefield",40.89399,-73.84279,"Private room",65,1,52,"2019-06-28",5.4,3,363
29370077,"Large, Bright & Cozy Retreat in Bklyn.",221275418,"Rufina","Brooklyn","Crown Heights",40.67685,-73.93653,"Private room",55,2,18,"2019-07-02",2.18,3,251
5839029,"Modern Williamsburg Treehouse",580009,"Timothy","Brooklyn","Williamsburg",40.71603,-73.94785,"Entire home/apt",260,7,56,"2019-05-31",1.08,1,132
14239534,"Beautiful and sunny apartment in East Village!",55976102,"John","Manhattan","East Village",40.72835,-73.98503,"Entire home/apt",199,5,22,"2019-05-29",0.62,1,68
20435261,"Bedroom in Brownstone Apartment",18884528,"Ann","Brooklyn","Park Slope",40.67133,-73.97859,"Private room",94,2,0,"",NA,2,0
34809791,"Bright Private room in Brooklyn Chinatown",171495922,"Stanley","Brooklyn","Sunset Park",40.63649,-74.01247,"Private room",58,1,0,"",NA,4,264
34534845,"Cozy/Simple Private Room#2 in Bushwick Broadway",120875818,"Rock","Brooklyn","Bushwick",40.69299,-73.92524,"Private room",60,1,9,"2019-06-25",4.66,2,174
4140776,"Basement 别墅的地下室",21228368,"Jessica","Queens","Forest Hills",40.71146,-73.84677,"Private room",65,4,20,"2019-05-25",0.35,5,133
27061785,"Private 1-bedroom in Gramercy/Union Square",48539240,"Shreyasi","Manhattan","Gramercy",40.7348,-73.98312,"Private room",189,1,1,"2018-07-28",0.09,2,0
14195437,"Location Enya",3250450,"Petya","Queens","Jackson Heights",40.74684,-73.89252,"Shared room",35,30,1,"2017-10-28",0.05,18,280
22173625,"Private ground floor apartment in Brooklyn",161976329,"Chad Antonio","Brooklyn","East New York",40.6714,-73.87701,"Entire home/apt",55,3,58,"2019-06-09",3.02,1,57
23293946,"Williamsburg Loft with Garden",3402155,"Andre","Brooklyn","Williamsburg",40.7186,-73.95997,"Entire home/apt",160,2,9,"2018-10-28",0.56,1,157
18062797,"Huge Room with a Private Bathroom",85316652,"Umut Can","Queens","Sunnyside",40.74385,-73.91403,"Private room",95,2,36,"2018-09-11",1.37,1,0
16508394,"Manhattan Two Bedroom Renovated Apt.",108494755,"Denise","Manhattan","Inwood",40.86253,-73.9277,"Entire home/apt",75,5,0,"",NA,1,0
4823682,"Cat-sit in our Awesome Apartment!",2921076,"Kelly","Brooklyn","Bedford-Stuyvesant",40.68235,-73.94634,"Entire home/apt",2000,7,3,"2015-12-30",0.05,1,0
13427658,"Comfortable room 15 minutes to Manhattan",49568280,"Hakan","Queens","Ditmars Steinway",40.77679,-73.91366,"Private room",38,1,14,"2019-06-30",1.46,3,24
34835072,"High End Renovated Apartment - Sutton place",61396454,"Ash","Manhattan","Midtown",40.75669,-73.96199,"Entire home/apt",300,30,0,"",NA,14,329
20311253,"Sunny Private Room in Bed-Stuy",10373779,"Carla","Brooklyn","Bedford-Stuyvesant",40.68883,-73.94821,"Private room",55,3,3,"2018-09-29",0.3,2,0
3760592,"Large Room in Penthouse Apartment",9864136,"Anthony","Manhattan","Kips Bay",40.74213,-73.9801,"Private room",95,30,54,"2018-12-16",0.91,26,335
1560339,"Entire Modern Studio Apartment/Prime Location",3038687,"Karen","Manhattan","Upper West Side",40.78981,-73.97518,"Entire home/apt",104,30,27,"2019-05-31",0.38,8,137
31209182,"LIC Spacious Bedroom in Luxury Building",131782045,"Rylan","Queens","Long Island City",40.74946,-73.93854,"Private room",60,5,0,"",NA,1,0
34837940,"SPACIOUS 3 BEDROOM APARTMENT In BROOKLYN!!",262634390,"Melissa","Brooklyn","Greenpoint",40.72235,-73.94176,"Entire home/apt",650,3,2,"2019-06-20",2,1,346
